"Sens Factor =-1.359dB, SERNO: 7161669"
10.054	-5.7498
10.179	-5.5805
10.306	-5.4144
10.434	-5.2516
10.564	-5.0919
10.696	-4.9353
10.829	-4.7818
10.964	-4.6314
11.1	-4.4841
11.238	-4.3397
11.378	-4.1983
11.52	-4.0598
11.663	-3.9242
11.809	-3.7914
11.956	-3.6616
12.104	-3.5345
12.255	-3.4102
12.408	-3.2887
12.562	-3.1698
12.718	-3.0537
12.877	-2.9401
13.037	-2.8292
13.199	-2.7209
13.364	-2.6150
13.53	-2.5118
13.698	-2.4110
13.869	-2.3126
14.042	-2.2167
14.216	-2.1232
14.393	-2.0320
14.573	-1.9431
14.754	-1.8565
14.938	-1.7722
15.124	-1.6901
15.312	-1.6102
15.503	-1.5324
15.696	-1.4568
15.891	-1.3833
16.089	-1.3119
16.289	-1.2424
16.492	-1.1750
16.697	-1.1096
16.905	-1.0460
17.115	-0.9844
17.328	-0.9246
17.544	-0.8667
17.763	-0.8106
17.984	-0.7562
18.208	-0.7036
18.434	-0.6528
18.664	-0.6035
18.896	-0.5560
19.131	-0.5100
19.369	-0.4657
19.611	-0.4228
19.855	-0.3815
20.102	-0.3417
20.352	-0.3033
20.605	-0.2663
20.862	-0.2307
21.122	-0.1965
21.385	-0.1636
21.651	-0.1320
21.92	-0.1016
22.193	-0.0725
22.47	-0.0446
22.749	-0.0178
23.032	0.0078
23.319	0.0324
23.609	0.0559
23.903	0.0784
24.201	0.0998
24.502	0.1203
24.807	0.1399
25.116	0.1585
25.429	0.1763
25.745	0.1932
26.066	0.2094
26.39	0.2247
26.719	0.2394
27.051	0.2533
27.388	0.2665
27.729	0.2791
28.074	0.2911
28.424	0.3025
28.778	0.3134
29.136	0.3237
29.499	0.3335
29.866	0.3429
30.238	0.3519
30.614	0.3605
30.995	0.3688
31.381	0.3767
31.772	0.3843
32.167	0.3917
32.568	0.3988
32.973	0.4058
33.383	0.4126
33.799	0.4192
34.22	0.4258
34.646	0.4323
35.077	0.4388
35.514	0.4451
35.956	0.4515
36.403	0.4580
36.857	0.4645
37.315	0.4711
37.78	0.4777
38.25	0.4843
38.726	0.4911
39.209	0.4979
39.697	0.5049
40.191	0.5121
40.691	0.5193
41.198	0.5263
41.711	0.5331
42.23	0.5394
42.756	0.5452
43.288	0.5503
43.827	0.5550
44.372	0.5592
44.925	0.5632
45.484	0.5671
46.05	0.5709
46.623	0.5748
47.204	0.5787
47.791	0.5824
48.386	0.5860
48.989	0.5891
49.599	0.5917
50.216	0.5933
50.841	0.5941
51.474	0.5940
52.115	0.5935
52.764	0.5929
53.42	0.5930
54.085	0.5944
54.759	0.5976
55.44	0.6028
56.131	0.6099
56.829	0.6184
57.537	0.6275
58.253	0.6367
58.978	0.6454
59.712	0.6536
60.456	0.6611
61.208	0.6681
61.97	0.6748
62.742	0.6813
63.523	0.6874
64.314	0.6932
65.114	0.6984
65.925	0.7028
66.745	0.7061
67.576	0.7084
68.418	0.7096
69.269	0.7100
70.132	0.7097
71.005	0.7089
71.889	0.7080
72.784	0.7071
73.69	0.7063
74.607	0.7055
75.536	0.7048
76.476	0.7040
77.428	0.7030
78.392	0.7018
79.368	0.7003
80.356	0.6988
81.356	0.6974
82.369	0.6965
83.394	0.6963
84.433	0.6970
85.484	0.6984
86.548	0.7001
87.625	0.7019
88.716	0.7030
89.82	0.7029
90.939	0.7009
92.071	0.6967
93.217	0.6904
94.377	0.6826
95.552	0.6738
96.742	0.6645
97.946	0.6552
99.165	0.6462
100.4	0.6373
101.65	0.6286
102.915	0.6197
104.196	0.6108
105.493	0.6017
106.806	0.5926
108.136	0.5836
109.482	0.5749
110.845	0.5668
112.225	0.5594
113.622	0.5529
115.037	0.5474
116.469	0.5427
117.919	0.5390
119.386	0.5359
120.873	0.5333
122.377	0.5310
123.901	0.5289
125.443	0.5268
127.005	0.5247
128.586	0.5227
130.187	0.5208
131.807	0.5189
133.448	0.5171
135.109	0.5155
136.791	0.5139
138.494	0.5126
140.218	0.5114
141.964	0.5104
143.731	0.5097
145.52	0.5092
147.332	0.5091
149.166	0.5092
151.023	0.5096
152.903	0.5102
154.806	0.5110
156.734	0.5121
158.685	0.5134
160.66	0.5149
162.66	0.5169
164.685	0.5191
166.735	0.5217
168.811	0.5245
170.912	0.5274
173.04	0.5303
175.194	0.5330
177.375	0.5355
179.583	0.5376
181.819	0.5393
184.082	0.5405
186.374	0.5410
188.694	0.5410
191.043	0.5405
193.421	0.5397
195.829	0.5386
198.267	0.5372
200.735	0.5356
203.234	0.5338
205.764	0.5319
208.325	0.5302
210.919	0.5286
213.544	0.5274
216.203	0.5267
218.894	0.5265
221.619	0.5267
224.378	0.5270
227.171	0.5274
229.999	0.5279
232.862	0.5285
235.761	0.5294
238.696	0.5306
241.668	0.5321
244.676	0.5337
247.722	0.5354
250.806	0.5372
253.928	0.5389
257.089	0.5405
260.29	0.5418
263.53	0.5427
266.81	0.5431
270.132	0.5430
273.495	0.5425
276.899	0.5419
280.346	0.5413
283.836	0.5408
287.37	0.5405
290.947	0.5404
294.569	0.5404
298.236	0.5406
301.949	0.5408
305.708	0.5413
309.513	0.5420
313.366	0.5429
317.267	0.5438
321.217	0.5447
325.216	0.5453
329.264	0.5460
333.363	0.5469
337.513	0.5482
341.715	0.5501
345.969	0.5524
350.276	0.5548
354.636	0.5567
359.051	0.5572
363.521	0.5554
368.046	0.5509
372.628	0.5432
377.266	0.5325
381.963	0.5194
386.718	0.5044
391.532	0.4883
396.406	0.4724
401.341	0.4582
406.337	0.4464
411.395	0.4365
416.517	0.4277
421.702	0.4193
426.951	0.4113
432.266	0.4035
437.648	0.3960
443.096	0.3888
