"Sens Factor =-1.359dB, SERNO: 7161669"
448.612	0.3818
454.196	0.3749
459.851	0.3679
465.575	0.3607
471.371	0.3532
477.239	0.3455
483.18	0.3377
489.195	0.3301
495.285	0.3226
501.45	0.3155
507.693	0.3087
514.013	0.3022
520.412	0.2960
526.89	0.2900
533.449	0.2843
540.09	0.2787
546.814	0.2732
553.621	0.2673
560.513	0.2608
567.49	0.2535
574.555	0.2455
581.707	0.2370
588.949	0.2288
596.281	0.2216
603.703	0.2163
611.219	0.2135
618.828	0.2136
626.531	0.2164
634.331	0.2213
642.228	0.2275
650.222	0.2342
658.317	0.2400
666.512	0.2432
674.809	0.2431
683.21	0.2402
691.715	0.2355
700.326	0.2294
709.044	0.2225
717.871	0.2152
726.807	0.2074
735.855	0.1996
745.016	0.1917
754.29	0.1838
763.68	0.1759
773.187	0.1681
782.812	0.1604
792.557	0.1529
802.424	0.1454
812.413	0.1381
822.526	0.1310
832.766	0.1239
843.133	0.1170
853.629	0.1103
864.255	0.1036
875.014	0.0969
885.907	0.0900
896.935	0.0829
908.101	0.0753
919.406	0.0673
930.851	0.0590
942.439	0.0505
954.171	0.0416
966.049	0.0324
978.076	0.0230
990.251	0.0133
1002.579	0.0035
1015.06	-0.0063
1027.696	-0.0160
1040.489	-0.0253
1053.442	-0.0343
1066.556	-0.0430
1079.833	-0.0513
1093.276	-0.0593
1106.886	-0.0668
1120.665	-0.0737
1134.616	-0.0799
1148.741	-0.0853
1163.041	-0.0901
1177.519	-0.0942
1192.178	-0.0980
1207.019	-0.1013
1222.045	-0.1044
1237.258	-0.1073
1252.66	-0.1100
1268.254	-0.1126
1284.042	-0.1150
1300.027	-0.1172
1316.211	-0.1194
1332.596	-0.1214
1349.185	-0.1234
1365.981	-0.1253
1382.985	-0.1270
1400.202	-0.1287
1417.633	-0.1302
1435.28	-0.1314
1453.148	-0.1322
1471.238	-0.1325
1489.553	-0.1321
1508.096	-0.1309
1526.87	-0.1290
1545.877	-0.1264
1565.121	-0.1231
1584.605	-0.1191
1604.332	-0.1145
1624.303	-0.1094
1644.524	-0.1036
1664.996	-0.0974
1685.723	-0.0908
1706.708	-0.0840
1727.955	-0.0771
1749.466	-0.0701
1771.244	-0.0631
1793.294	-0.0560
1815.618	-0.0488
1838.221	-0.0414
1861.104	-0.0338
1884.272	-0.0259
1907.729	-0.0177
1931.478	-0.0091
1955.523	0.0000
1979.866	0.0095
2004.513	0.0194
2029.467	0.0297
2054.731	0.0403
2080.31	0.0508
2106.207	0.0609
2132.427	0.0705
2158.973	0.0796
2185.849	0.0883
2213.06	0.0968
2240.61	0.1049
2268.503	0.1125
2296.743	0.1196
2325.334	0.1263
2354.282	0.1330
2383.59	0.1401
2413.262	0.1477
2443.305	0.1559
2473.721	0.1647
2504.515	0.1741
2535.693	0.1841
2567.26	0.1945
2599.219	0.2055
2631.576	0.2169
2664.335	0.2289
2697.503	0.2413
2731.084	0.2541
2765.082	0.2674
2799.504	0.2812
2834.354	0.2955
2869.638	0.3102
2905.362	0.3255
2941.53	0.3414
2978.148	0.3578
3015.222	0.3748
3052.758	0.3922
3090.761	0.4101
3129.237	0.4284
3168.192	0.4470
3207.632	0.4660
3247.563	0.4852
3287.991	0.5047
3328.923	0.5245
3370.364	0.5449
3412.32	0.5659
3454.799	0.5880
3497.807	0.6116
3541.351	0.6368
3585.436	0.6632
3630.07	0.6906
3675.26	0.7185
3721.012	0.7465
3767.334	0.7745
3814.233	0.8023
3861.715	0.8297
3909.789	0.8566
3958.46	0.8830
4007.738	0.9092
4057.63	0.9355
4108.142	0.9622
4159.283	0.9893
4211.061	1.0169
4263.483	1.0451
4316.559	1.0739
4370.294	1.1033
4424.699	1.1333
4479.781	1.1640
4535.548	1.1952
4592.01	1.2269
4649.175	1.2591
4707.051	1.2916
4765.648	1.3241
4824.975	1.3567
4885.039	1.3892
4945.852	1.4214
5007.421	1.4535
5069.757	1.4851
5132.87	1.5156
5196.768	1.5444
5261.46	1.5709
5326.959	1.5947
5393.273	1.6154
5460.413	1.6327
5528.388	1.6469
5597.209	1.6586
5666.887	1.6686
5737.433	1.6774
5808.857	1.6855
5881.169	1.6933
5954.383	1.7008
6028.507	1.7085
6103.555	1.7168
6179.536	1.7260
6256.464	1.7364
6334.349	1.7484
6413.204	1.7620
6493.04	1.7769
6573.87	1.7925
6655.706	1.8078
6738.562	1.8215
6822.448	1.8322
6907.379	1.8386
6993.367	1.8398
7080.426	1.8350
7168.568	1.8241
7257.808	1.8084
7348.158	1.7895
7439.633	1.7687
7532.248	1.7464
7626.015	1.7228
7720.949	1.6983
7817.065	1.6727
7914.377	1.6458
8012.901	1.6172
8112.652	1.5860
8213.645	1.5516
8315.894	1.5133
8419.416	1.4718
8524.228	1.4285
8630.343	1.3847
8737.78	1.3414
8846.555	1.2997
8956.683	1.2601
9068.182	1.2227
9181.069	1.1874
9295.362	1.1532
9411.078	1.1191
9528.233	1.0841
9646.849	1.0474
9766.939	1.0088
9888.525	0.9680
10011.625	0.9251
10136.257	0.8801
10262.44	0.8329
10390.195	0.7838
10519.54	0.7327
10650.495	0.6797
10783.08	0.6250
10917.316	0.5686
11053.223	0.5110
11190.821	0.4532
11330.133	0.3963
11471.179	0.3416
11613.98	0.2898
11758.561	0.2417
11904.939	0.1978
12053.141	0.1568
12203.188	0.1170
12355.102	0.0774
12508.907	0.0378
12664.627	-0.0021
12822.286	-0.0421
12981.907	-0.0819
13143.516	-0.1211
13307.136	-0.1592
13472.793	-0.1959
13640.512	-0.2305
13810.319	-0.2629
13982.24	-0.2938
14156.302	-0.3240
14332.529	-0.3540
14510.951	-0.3844
14691.595	-0.4156
14874.486	-0.4478
15059.655	-0.4808
15247.129	-0.5143
15436.937	-0.5482
15629.106	-0.5818
15823.669	-0.6146
16020.654	-0.6459
16220.091	-0.6756
16422.01	-0.7031
16626.443	-0.7280
16833.422	-0.7515
17042.977	-0.7735
17255.141	-0.7940
17469.945	-0.8121
17687.424	-0.8277
17907.609	-0.8406
18130.537	-0.8531
18356.24	-0.8652
18584.752	-0.8769
18816.107	-0.8881
19050.346	-0.8989
19287.498	-0.9089
19527.604	-0.9183
19770.697	-0.9274
20016.816	-0.9361

